Property ID,Listing Agent ID,Listing Date,Property Type,Address,City,State,ZIP Code,Country,Price,Number of Bedrooms,Number of Bathrooms,Square Footage,Lot Size,Year Built,Amenities,Description,Status
566,4503,2023-12-17,Single Family Home,066 Ellison Island,Kimberlyborough,KY,32240,USA,189564,10,2,4415,24150,2012,"Fireplace, Garden","Door wait game central their forward poor. Throw expect difficult amount none television however.
Better similar eight. Partner American leave day total.",Pending
567,4667,2023-12-26,Single Family Home,0351 Susan Trafficway Apt. 922,Garciaville,MN,60135,USA,2639111,5,4,3949,29691,1984,"Garden, Garage, Gym, Swimming Pool, Fireplace","Reach determine throughout pressure suggest begin I. Fall affect leader local type director.
Throw style better office present. Local finally away store order happy whose base.",Sold
568,7101,2024-01-26,Apartment,744 Marshall Tunnel,Ramostown,MT,72174,USA,1758895,9,4,3625,5534,2009,"Garage, Swimming Pool, Fireplace","Agency common with traditional. Life measure push expect full amount accept question.
Though agent enjoy day popular child gas. Body he various everything describe morning agree arm.",Sold
569,6456,2023-09-23,Condo,481 Cruz Rapid Apt. 558,South Johnmouth,ID,56014,USA,253580,8,1,2837,13865,1994,"Gym, Garden, Garage, Fireplace, Swimming Pool",Husband couple which believe again skin cover identify. Form fact thousand fact little ever edge. Size current edge group child.,Active
570,2455,2023-05-10,Apartment,061 Juarez Path Apt. 385,South Darrenbury,AS,26812,USA,2892450,9,4,2609,46956,2000,"Swimming Pool, Fireplace, Garage, Gym, Garden",State matter less certainly move likely effect service. Quite election go ground hair suffer. War reduce begin attack quality. Value not able system including minute.,Pending
571,8944,2023-05-04,Single Family Home,010 Christopher Oval Apt. 834,Davidhaven,IN,73557,USA,1287198,2,2,12825,29901,2018,"Fireplace, Gym","Do open describe five defense.
Main indeed gun the society door top. Generation interesting property relationship success act official lot.
Full history result ago drug play.
Carry form wish the.",Sold
572,2220,2023-05-02,Apartment,7143 Harper Expressway Suite 270,South Leonard,NC,73896,USA,1378321,5,4,14037,20996,2020,"Garage, Garden, Gym, Swimming Pool, Fireplace",Difference meet structure somebody seat treatment affect word. Lot bring actually upon. Improve choice discussion almost outside lay nearly.,Active
573,7271,2024-01-08,Condo,09009 Rodgers Manors,Lake Cindy,GA,30363,USA,2111663,6,2,11143,28393,1958,"Fireplace, Garage, Swimming Pool, Garden, Gym","Financial early ever. Model throughout forget eight without bill.
Today east indeed many student government. Admit push teacher make adult start foot.",Active
574,3743,2023-07-24,Apartment,846 Blackburn Valley Suite 099,Lake Jillian,CA,75324,USA,1731691,3,5,3629,44695,2000,"Gym, Garage","Southern change feeling key choice.
Case speech among chair. Evening last will year public listen should. Detail wish spring usually forget better choose cut.",Active
575,6845,2023-05-15,Single Family Home,13079 Brittany Crossing,New Mitchellview,LA,11717,USA,1256000,10,3,5914,24007,1999,"Garage, Swimming Pool, Garden, Gym, Fireplace",Fight fill indeed detail present matter world popular. Building stuff music actually discuss million without hot.,Pending
576,2877,2023-12-28,Single Family Home,232 Bobby Mills,Lake Christopher,UT,48342,USA,2931908,7,2,10513,19726,1962,"Garage, Gym","Available whether and life meeting clearly security.
Everything firm somebody early inside fund claim high. Century begin concern appear. Main very represent course.",Sold
577,1411,2023-03-11,Condo,55030 Rocha Dam Suite 436,Grantmouth,FM,31212,USA,1431366,8,4,14719,36599,1998,"Fireplace, Garden, Garage, Gym, Swimming Pool",Agreement beautiful be few traditional let piece. Yeah person probably specific pull each. Bring Mr key management card. Gas card air close.,Active
578,8369,2023-08-07,Apartment,122 James Groves Apt. 771,New Chasebury,FL,01387,USA,961759,8,1,2240,22480,1974,Garage,"Radio visit ago ok. Grow voice important they tree firm resource dark.
Them rule white. Beyond note movement instead. Summer forget stage themselves build different company.",Pending
579,3451,2023-07-06,Condo,817 Felicia Views,West Christopherton,MH,54014,USA,1392074,2,4,4950,33355,2003,"Fireplace, Garden, Gym, Garage","Maybe free actually. Poor throughout side hold soldier.
Politics since worker doctor direction. Kid democratic model letter eight open tree.",Sold
580,7092,2023-04-15,Single Family Home,0583 Odom Cove Suite 099,West Benjamin,PA,02037,USA,188572,7,2,7256,20899,1992,Garage,Official glass meet indeed. Only race individual subject five. Whatever local partner start late explain keep. Most hard continue early.,Sold
581,1439,2023-06-15,Single Family Home,41079 Cohen Fort Suite 780,Lake Cheryl,MS,59250,USA,1630926,1,3,5883,31170,2007,"Swimming Pool, Garage, Gym, Garden, Fireplace",Wrong hold democratic woman bad toward treatment baby. Truth read back phone newspaper. Game new actually work best determine experience.,Pending
582,6211,2023-06-15,Apartment,5005 Roman Well Suite 898,East Elizabethfurt,IL,13893,USA,1511721,10,5,14998,25670,2020,Swimming Pool,"Ever buy bag focus. Kid natural not. Claim candidate last experience.
Market lay cover. North marriage simple PM clear rock.",Active
583,5472,2024-02-18,Apartment,6728 James Loaf Apt. 953,Dukeshire,IA,70232,USA,105493,6,3,3669,37559,1977,Gym,"Big direction machine mean everybody sea. Very kid heart turn collection. Kid system lot expert join.
Special majority many thousand. Range growth thought type clearly.",Pending
584,5588,2023-11-16,Single Family Home,1601 Glass Radial,Kristenchester,TN,42812,USA,2891107,1,5,13280,34376,1987,"Garage, Garden, Fireplace, Gym","Note part mouth. Pay can seven total former form cup. Receive focus apply two.
Door bring question until shoulder. Social seat off crime. Low drive wall quickly hair sit.",Sold
585,5239,2023-06-08,Single Family Home,758 Ellis Mountain Suite 487,Michaelborough,RI,93562,USA,1251057,2,2,4914,41944,2019,"Swimming Pool, Gym","Number bit lose TV look. Catch prove away task color.
Stage human man executive house month walk put. Development stay across.
Price hand work smile. Room go focus leader. Foot arm military throw.",Sold
586,5958,2024-02-04,Condo,2260 Torres Keys Suite 629,Gloverhaven,IL,23084,USA,1202624,5,2,6486,6345,1967,"Gym, Swimming Pool, Garage","Him alone PM now fund.
Garden very try action get rule. Note serious purpose art this history. Particularly hope home less call. Become senior focus common international take thus.",Sold
587,6979,2023-11-20,Apartment,76535 Davis Terrace,Stephenfurt,TX,66869,USA,2647951,10,4,13035,40459,2004,"Swimming Pool, Garden","Exactly message practice. Concern never three easy.
Too budget after push whatever southern. With know institution easy place expert staff wife.",Sold
588,8072,2023-02-24,Condo,60630 Simpson Keys,Curtisstad,TX,54297,USA,2611927,6,4,11944,40115,1978,Gym,"Field behavior onto appear whole trouble expert. True two head stand subject analysis. Act second parent.
Commercial bag city. Discover wife almost fast TV your despite those.",Sold
589,5079,2023-05-19,Single Family Home,68312 Jonathan Mews Apt. 444,South Danielle,MO,21434,USA,1639762,2,2,5229,38879,2017,"Fireplace, Garden, Gym, Swimming Pool, Garage","Reflect real health white upon. Player community seem avoid style term media. Item since lawyer.
Spring whose soldier. Explain force yes media social painting. Out leave stay have far material.",Active
590,1439,2024-02-10,Apartment,2486 Lori Stream Suite 101,Alexanderstad,CA,56626,USA,427746,10,3,6634,14373,1987,"Gym, Garage",Skin whom study particular bag. Field maybe night hot especially fire role. Garden hotel picture want clear help cause eight.,Sold
591,8392,2023-07-21,Apartment,1840 Williams Estate,Lake Briannaborough,IA,60334,USA,2172869,9,3,3670,19717,1992,"Garage, Fireplace, Gym","Fight listen set director. Leave hand office yourself cover.
Kind economic white drop behavior. Tree wonder choice responsibility PM indeed. Plan manager ago identify way prove fast.",Active
592,7529,2023-12-15,Apartment,61455 Smith Land Suite 444,Port Anthonystad,GA,39526,USA,518500,5,3,7294,14981,2022,Swimming Pool,American past require should name between what. Against explain walk really.,Active
593,8414,2023-08-14,Condo,845 Tracy Expressway Apt. 247,Phamberg,ME,53615,USA,1807124,1,3,13930,46934,1950,"Garden, Gym, Fireplace, Garage, Swimming Pool","Condition act win husband them system show. Administration order anyone old country take. Writer in with wait.
Over visit local film let. Management rich activity someone see movement Democrat hit.",Active
594,8171,2023-04-09,Single Family Home,907 Lee Keys Suite 729,Thomasburgh,MS,97475,USA,429405,6,2,3192,32004,1987,"Swimming Pool, Fireplace, Garage, Gym",Great there information born early. Since data health commercial themselves give break way. Unit give left protect table.,Pending
595,1739,2023-07-29,Apartment,968 Donna Corners,East Monica,DC,89399,USA,2722664,5,2,4904,20372,1973,Swimming Pool,"Water too store information. Popular bar sort important view property.
Throw time tough. Walk point finish tax still democratic. South control usually.",Active
596,1661,2023-02-23,Single Family Home,139 Michael Parkway,Rodriguezborough,TN,26118,USA,2151679,10,4,11982,36061,2011,"Garden, Fireplace, Gym, Garage","In plant throw course itself.
Interest attack cultural power cause. Lot example ever our think. Enough herself cultural focus method claim discussion.",Active
597,7248,2023-06-15,Condo,3121 Cesar Common Apt. 697,Keithland,KY,09362,USA,2424145,4,2,11222,18063,1994,Garage,Anything effect customer indeed too ball. On experience government pattern any. Show hear say blood miss project sign visit.,Pending
598,1143,2023-08-12,Apartment,268 James Crossing,Danielhaven,MI,27130,USA,1713114,1,5,9777,47353,1954,Fireplace,"Thousand range hit test.
Space among story artist. Read Mr full resource join memory either.",Pending
599,5882,2023-11-03,Condo,1447 Simpson Mall Apt. 243,Port Adamhaven,TN,27274,USA,190927,1,2,8622,14246,1978,"Swimming Pool, Garden, Gym, Garage","So it thought close.
Grow issue instead second beyond job its memory. Continue onto board sell.
Contain degree animal heart at life. Can serious for daughter old. Behavior reveal water education.",Active
600,4279,2023-04-17,Single Family Home,4794 Ford Groves Suite 425,Port Michael,WI,63021,USA,1166362,3,2,6921,39873,2016,"Gym, Swimming Pool, Fireplace, Garden, Garage",Begin really left media. Hotel human rather stock be.,Active
601,7110,2024-01-15,Single Family Home,4476 Callahan Gateway Apt. 580,South Donaldview,NH,42878,USA,566018,10,3,3521,35899,1968,"Swimming Pool, Garage, Gym, Garden, Fireplace","Base nothing attack act artist interesting see probably. Option enjoy each matter life.
Big difficult leave notice. Within girl father fine perhaps wait. To address though anything.",Active
602,3910,2024-02-03,Apartment,13634 Harry Squares,Anitatown,AK,31340,USA,2969714,4,2,8164,36693,1970,"Garage, Fireplace","Listen thus industry several. Chair who in next enough company.
Pressure station finally. Minute herself resource door price enjoy produce skill.
Enjoy blue sport. Become let sometimes water.",Sold
603,8932,2023-04-14,Single Family Home,470 Diana Place,East Steven,WA,12248,USA,2265401,9,3,2604,7916,1969,"Garage, Garden","Itself edge part heavy read lead language professor. Your commercial edge loss play consumer. Large near police find huge security.
Fill work attack most.",Sold
604,4926,2024-02-02,Single Family Home,967 Richardson Unions,Jonesshire,PA,53418,USA,2705685,7,3,9639,18673,2002,"Fireplace, Garage","Stay key wonder. Move market city possible face use.
Ready radio bed military born board. Difficult say available affect discussion executive treat.",Pending
605,9213,2023-10-05,Single Family Home,89671 Derek Wall,North Eugene,NE,28035,USA,1872755,8,5,10875,44608,1952,"Swimming Pool, Garage, Garden, Gym",Effect west explain be six. Too be doctor. Miss reflect determine action authority hotel movie.,Pending
606,5773,2023-09-03,Single Family Home,880 Silva Lane Suite 006,New Brandibury,DC,96274,USA,1655838,7,3,5114,44971,1968,"Gym, Fireplace","Produce bad various discussion research. Thus local base argue.
Note capital participant final not. Clear matter discuss eat company board one.",Sold
607,5214,2023-04-22,Apartment,60286 Judy Via Apt. 765,Harrisberg,PA,66764,USA,748461,3,1,6645,29642,1974,"Garage, Swimming Pool, Fireplace",Term prepare car analysis pull fire. Group individual player first through.,Pending
608,4275,2023-12-18,Single Family Home,539 Chung Crossing,Navarroland,NY,15871,USA,1782816,2,4,7366,47170,2011,Gym,Camera age need bad program practice. Building after throughout resource end. Down end audience.,Sold
609,3100,2024-01-14,Condo,47021 Chapman Freeway Suite 055,Andrademouth,CO,90818,USA,605693,10,1,7771,8197,1972,"Fireplace, Gym, Garden, Swimming Pool, Garage",Group old according question response approach establish. Population operation wait heart such clearly throw.,Pending
610,2118,2023-09-02,Condo,104 Marc Corner,Jamesport,ID,15282,USA,2778456,1,5,2477,16932,1967,"Garden, Gym, Garage, Swimming Pool, Fireplace","Phone major significant quite form. Situation bring whose strategy that community window.
Option leave year difference. Pm floor trial yeah his can. Plant color beautiful marriage.",Pending
611,5372,2024-01-10,Apartment,5434 Cynthia Loop Suite 476,Loganhaven,GA,96383,USA,327680,9,2,5624,49087,2008,"Swimming Pool, Garage","Dog car and happen lead young.
Create establish sport recent economy. Power citizen movie house hot.
Avoid suggest cold term. Suggest provide worry week investment my every.",Pending
612,1483,2023-07-05,Condo,33223 Carl Causeway Suite 335,Port Nathanburgh,AZ,06569,USA,2111115,7,4,8653,48195,1964,"Garage, Swimming Pool, Gym, Garden",Ready thing speak choice yet treatment. Newspaper admit common less. Place measure different without interesting buy.,Pending
